huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude
02060004,456233,bay743,twqm,trib,mddnr,mddnr,wt7.1,2019-04-16t00:00:00,10:12:00,11,NA,NA,9,m,ism,m1,salinity,NA,4.9,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456233,bay743,twqm,trib,mddnr,mddnr,wt7.1,2019-04-16t00:00:00,10:12:00,11,NA,NA,0.5,s,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,3.2,b,ism,m1,salinity,NA,3.41,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,1,m,ism,m1,salinity,NA,3.41,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,2,m,ism,m1,salinity,NA,3.41,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,3,m,ism,m1,salinity,NA,3.41,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,0.5,s,ism,m1,salinity,NA,3.41,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456236,bay743,twqm,trib,mddnr,mddnr,wt8.3,2019-04-16t00:00:00,12:08:00,2.3,NA,NA,1.3,b,ism,m1,salinity,NA,5.21,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456236,bay743,twqm,trib,mddnr,mddnr,wt8.3,2019-04-16t00:00:00,12:08:00,2.3,NA,NA,1,m,ism,m1,salinity,NA,5.21,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456236,bay743,twqm,trib,mddnr,mddnr,wt8.3,2019-04-16t00:00:00,12:08:00,2.3,NA,NA,0.5,s,ism,m1,salinity,NA,5.21,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456235,bay743,twqm,trib,mddnr,mddnr,wt8.2,2019-04-16t00:00:00,12:47:00,2.6,NA,NA,1.6,b,ism,m1,salinity,NA,4.9,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456235,bay743,twqm,trib,mddnr,mddnr,wt8.2,2019-04-16t00:00:00,12:47:00,2.6,NA,NA,1,m,ism,m1,salinity,NA,4.78,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456235,bay743,twqm,trib,mddnr,mddnr,wt8.2,2019-04-16t00:00:00,12:47:00,2.6,NA,NA,0.5,s,ism,m1,salinity,NA,4.72,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,4.4,b,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,1,m,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,2,m,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,3,m,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,4,m,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,0.5,s,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,8.3,b,ism,m1,salinity,NA,3.93,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,1,m,ism,m1,salinity,NA,3.91,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,2,m,ism,m1,salinity,NA,3.91,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,3,m,ism,m1,salinity,NA,3.92,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,4,m,ism,m1,salinity,NA,3.92,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,5,m,ism,m1,salinity,NA,3.92,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,6,m,ism,m1,salinity,NA,3.92,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,7,m,ism,m1,salinity,NA,3.93,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,8,m,ism,m1,salinity,NA,3.93,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,0.5,s,ism,m1,salinity,NA,3.91,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,4.9,b,ism,m1,salinity,NA,2.29,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,1,m,ism,m1,salinity,NA,2.23,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,2,m,ism,m1,salinity,NA,2.24,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,3,m,ism,m1,salinity,NA,2.24,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,4,m,ism,m1,salinity,NA,2.27,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,0.5,s,ism,m1,salinity,NA,2.23,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456127,bay744,twqm,trib,mddnr,mddnr,wt8.2,2019-05-14t00:00:00,11:09:00,2.9,NA,NA,1.9,b,ism,m1,salinity,NA,3.48,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456127,bay744,twqm,trib,mddnr,mddnr,wt8.2,2019-05-14t00:00:00,11:09:00,2.9,NA,NA,1,m,ism,m1,salinity,NA,3.26,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456127,bay744,twqm,trib,mddnr,mddnr,wt8.2,2019-05-14t00:00:00,11:09:00,2.9,NA,NA,0.5,s,ism,m1,salinity,NA,3.27,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,6.3,b,ism,m1,salinity,NA,3.89,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,1,m,ism,m1,salinity,NA,3.61,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,2,m,ism,m1,salinity,NA,3.61,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,3,m,ism,m1,salinity,NA,3.89,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,4,m,ism,m1,salinity,NA,3.89,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,5,m,ism,m1,salinity,NA,3.89,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,6,m,ism,m1,salinity,NA,3.89,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,0.5,s,ism,m1,salinity,NA,3.61,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456128,bay744,twqm,trib,mddnr,mddnr,wt8.3,2019-05-14t00:00:00,10:54:00,3.9,NA,NA,2.9,b,ism,m1,salinity,NA,3.87,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456128,bay744,twqm,trib,mddnr,mddnr,wt8.3,2019-05-14t00:00:00,10:54:00,3.9,NA,NA,1,m,ism,m1,salinity,NA,3.87,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456128,bay744,twqm,trib,mddnr,mddnr,wt8.3,2019-05-14t00:00:00,10:54:00,3.9,NA,NA,2,m,ism,m1,salinity,NA,3.87,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456128,bay744,twqm,trib,mddnr,mddnr,wt8.3,2019-05-14t00:00:00,10:54:00,3.9,NA,NA,0.5,s,ism,m1,salinity,NA,3.87,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,8.8,b,ism,m1,salinity,NA,5.76,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,1,m,ism,m1,salinity,NA,4.24,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,2,m,ism,m1,salinity,NA,4.3,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,3,m,ism,m1,salinity,NA,4.54,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,4,m,ism,m1,salinity,NA,4.84,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,5,m,ism,m1,salinity,NA,5.39,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,6,m,ism,m1,salinity,NA,5.63,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,7,m,ism,m1,salinity,NA,5.69,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,8,m,ism,m1,salinity,NA,5.76,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,0.5,s,ism,m1,salinity,NA,4.18,ppt,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,5,b,ism,m1,salinity,NA,4.96,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,1,m,ism,m1,salinity,NA,2.37,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,2,m,ism,m1,salinity,NA,3.3,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,3,m,ism,m1,salinity,NA,4.3,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,4,m,ism,m1,salinity,NA,4.66,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,0.5,s,ism,m1,salinity,NA,2.25,ppt,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456374,bay747,twqm,trib,mddnr,mddnr,wt8.3,2019-06-17t00:00:00,11:58:00,3.7,NA,NA,2.7,b,ism,m1,salinity,NA,6.87,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456374,bay747,twqm,trib,mddnr,mddnr,wt8.3,2019-06-17t00:00:00,11:58:00,3.7,NA,NA,1,m,ism,m1,salinity,NA,5.33,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456374,bay747,twqm,trib,mddnr,mddnr,wt8.3,2019-06-17t00:00:00,11:58:00,3.7,NA,NA,2,m,ism,m1,salinity,NA,6.31,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456374,bay747,twqm,trib,mddnr,mddnr,wt8.3,2019-06-17t00:00:00,11:58:00,3.7,NA,NA,0.5,s,ism,m1,salinity,NA,5.15,ppt,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456373,bay747,twqm,trib,mddnr,mddnr,wt8.2,2019-06-17t00:00:00,11:31:00,2.6,NA,NA,1.6,b,ism,m1,salinity,NA,4.36,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456373,bay747,twqm,trib,mddnr,mddnr,wt8.2,2019-06-17t00:00:00,11:31:00,2.6,NA,NA,1,m,ism,m1,salinity,NA,4.18,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456373,bay747,twqm,trib,mddnr,mddnr,wt8.2,2019-06-17t00:00:00,11:31:00,2.6,NA,NA,0.5,s,ism,m1,salinity,NA,4.18,ppt,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,6.4,b,ism,m1,salinity,NA,5.69,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,1,m,ism,m1,salinity,NA,3.77,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,2,m,ism,m1,salinity,NA,4.12,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,3,m,ism,m1,salinity,NA,4.72,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,4,m,ism,m1,salinity,NA,5.27,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,5,m,ism,m1,salinity,NA,5.51,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,6,m,ism,m1,salinity,NA,5.69,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,0.5,s,ism,m1,salinity,NA,3.65,ppt,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456372,bay747,twqm,trib,mddnr,mddnr,wt8.1,2019-06-17t00:00:00,10:49:00,7.4,NA,NA,0.5,s,ism,m1,secchi,NA,0.5,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456373,bay747,twqm,trib,mddnr,mddnr,wt8.2,2019-06-17t00:00:00,11:31:00,2.6,NA,NA,0.5,s,ism,m1,secchi,NA,0.4,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456374,bay747,twqm,trib,mddnr,mddnr,wt8.3,2019-06-17t00:00:00,11:58:00,3.7,NA,NA,0.5,s,ism,m1,secchi,NA,0.4,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456370,bay747,twqm,trib,mddnr,mddnr,wt6.1,2019-06-17t00:00:00,09:01:00,6,NA,NA,0.5,s,ism,m1,secchi,NA,0.6,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456371,bay747,twqm,trib,mddnr,mddnr,wt7.1,2019-06-17t00:00:00,10:01:00,9.8,NA,NA,0.5,s,ism,m1,secchi,NA,1.3,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456128,bay744,twqm,trib,mddnr,mddnr,wt8.3,2019-05-14t00:00:00,10:54:00,3.9,NA,NA,0.5,s,ism,m1,secchi,NA,0.5,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456126,bay744,twqm,trib,mddnr,mddnr,wt8.1,2019-05-14t00:00:00,10:26:00,7.3,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456127,bay744,twqm,trib,mddnr,mddnr,wt8.2,2019-05-14t00:00:00,11:09:00,2.9,NA,NA,0.5,s,ism,m1,secchi,NA,0.5,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456124,bay744,twqm,trib,mddnr,mddnr,wt6.1,2019-05-14t00:00:00,08:48:00,5.9,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456125,bay744,twqm,trib,mddnr,mddnr,wt7.1,2019-05-14t00:00:00,09:51:00,9.3,NA,NA,0.5,s,ism,m1,secchi,NA,1,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,456234,bay743,twqm,trib,mddnr,mddnr,wt8.1,2019-04-16t00:00:00,11:18:00,5.4,NA,NA,0.5,s,ism,m1,secchi,NA,0.6,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,456235,bay743,twqm,trib,mddnr,mddnr,wt8.2,2019-04-16t00:00:00,12:47:00,2.6,NA,NA,0.5,s,ism,m1,secchi,NA,0.4,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,456236,bay743,twqm,trib,mddnr,mddnr,wt8.3,2019-04-16t00:00:00,12:08:00,2.3,NA,NA,0.5,s,ism,m1,secchi,NA,0.5,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,456232,bay743,twqm,trib,mddnr,mddnr,wt6.1,2019-04-16t00:00:00,08:48:00,4.2,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,456233,bay743,twqm,trib,mddnr,mddnr,wt7.1,2019-04-16t00:00:00,10:12:00,11,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,455159,bay740,twqm,trib,mddnr,mddnr,wt8.1,2019-03-14t00:00:00,10:07:00,8.1,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,455160,bay740,twqm,trib,mddnr,mddnr,wt8.2,2019-03-14t00:00:00,09:38:00,2.8,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,455161,bay740,twqm,trib,mddnr,mddnr,wt8.3,2019-03-14t00:00:00,09:25:00,4,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,455157,bay740,twqm,trib,mddnr,mddnr,wt6.1,2019-03-14t00:00:00,11:36:00,6.3,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,455158,bay740,twqm,trib,mddnr,mddnr,wt7.1,2019-03-14t00:00:00,10:49:00,10.1,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,455053,bay738,twqm,trib,mddnr,mddnr,wt8.3,2019-02-11t00:00:00,10:34:00,3.7,NA,NA,0.5,s,ism,m1,secchi,NA,1,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,455051,bay738,twqm,trib,mddnr,mddnr,wt8.1,2019-02-11t00:00:00,10:09:00,8,NA,NA,0.5,s,ism,m1,secchi,NA,1.1,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,455050,bay738,twqm,trib,mddnr,mddnr,wt7.1,2019-02-11t00:00:00,09:34:00,9.3,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,455052,bay738,twqm,trib,mddnr,mddnr,wt8.2,2019-02-11t00:00:00,10:46:00,2.6,NA,NA,0.5,s,ism,m1,secchi,NA,0.8,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,455049,bay738,twqm,trib,mddnr,mddnr,wt6.1,2019-02-11t00:00:00,08:52:00,5.9,NA,NA,0.5,s,ism,m1,secchi,NA,1,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
02060004,454719,bay736,twqm,trib,mddnr,mddnr,wt8.3,2019-01-15t00:00:00,11:50:00,3.9,NA,NA,0.5,s,ism,m1,secchi,NA,0.7,m,f01,NA,NA,NA,NA,NA,38.8425,-76.5341
02060004,454718,bay736,twqm,trib,mddnr,mddnr,wt8.2,2019-01-15t00:00:00,11:35:00,3.3,NA,NA,0.5,s,ism,m1,secchi,NA,0.7,m,f01,NA,NA,NA,NA,NA,38.88696,-76.5349
02060004,454717,bay736,twqm,trib,mddnr,mddnr,wt8.1,2019-01-15t00:00:00,12:14:00,7.5,NA,NA,0.5,s,ism,m1,secchi,NA,0.7,m,f01,NA,NA,NA,NA,NA,38.9496,-76.5461
02060004,454716,bay736,twqm,trib,mddnr,mddnr,wt7.1,2019-01-15t00:00:00,10:57:00,9.4,NA,NA,0.5,s,ism,m1,secchi,NA,1.1,m,f01,NA,NA,NA,NA,NA,39.00764,-76.5035
02060004,454715,bay736,twqm,trib,mddnr,mddnr,wt6.1,2019-01-15t00:00:00,10:08:00,6.2,NA,NA,0.5,s,ism,m1,secchi,NA,0.9,m,f01,NA,NA,NA,NA,NA,39.07851,-76.51005
